"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Huang X.; Xiong Q.","Huang, Xian (55602001400); Xiong, Qiyue (57195449301)","55602001400; 57195449301","Bank capital buffer decisions under macroeconomic fluctuations: Evidence for the banking industry of China","2015","International Review of Economics and Finance","36","","","30","39","9","26","10.1016/j.iref.2014.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027949227&doi=10.1016%2fj.iref.2014.11.005&partnerID=40&md5=e023d682b86bfb7f878c473deadc0eee","This paper focuses on the capital buffer decisions of banks under fluctuations of business cycles and the channels through which countercyclical capital buffers may affect the macroeconomy of China. A one-step GMM estimator is applied to test the above-mentioned topics using a dataset of 45 commercial banks in the 2000 to 2010 period. The findings indicate that (1) capital buffers countercyclically fluctuate over the business cycles, which is different from evidence in developed economies; (2) countercyclical capital buffers are mainly built up by increasing the numerator of capital ratio; (3) credit growth takes on a countercyclical feature, and capital buffers help enhance its countercyclicality; (4) deposit premium is negatively related to capital buffer, and this effect is stronger during economic downturns; and (5) capital buffers are less effective in affecting loan premiums regardless of the business cycles. © 2014 Elsevier Inc.","Capital buffer; Deposit premium; Loan growth; Loan premium; Macroeconomic fluctuation","","Article","Final","","Scopus","2-s2.0-85027949227"
"Nef J.","Nef, Jorge (56051876900)","56051876900","The Chilean model: Fact and fiction","2003","Latin American Perspectives","30","5","","16","40","24","26","10.1177/0094582X03256253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141855091&doi=10.1177%2f0094582X03256253&partnerID=40&md5=474117f734d76658ab1ba7917b1b841b","Jorge Nef's opening article provides a broad overview of the political, social, and economic restructuring imposed by the dictatorship and identifies the multiple impediments facing the incoming Concertación in translating its electoral majority into substantive reforms. He argues that change has been so slow and limited that the transition could be considered the ""consolidation of the 1973 counterrevolution."" Politically, the Concertación has been hobbled by the Constitution of 1980, which guarantees legislative overrepresentation to the right that, in turn, prevents modification of the constitution to eliminate its undemocratic provisions. Moreover, the courts remain packed with Pinochet appointees, and in important areas the military has removed itself from civilian authority. Thus, Nef finds that Chile during the transition ""presents the paradox of a legitimate government presiding over an illegitimate state."" In addition to these political constraints, he identifies other sources of the structural weakness of the Concertación. Privatization of state industries and social services has not only limited the sphere of government action but also eroded the social weight of the professional and middle-class voters who constitute much of the Concertación's base. More significant, the working class has not been able to reconstitute itself as a political and social force. Restrictive labor legislation and a high degree of contingent and informal unemployment have kept unionization levels low and prevented the reemergence of a powerful national labor confederation like the precoup Central Única de Trabajadores (Unitary Federation of Workers-CUT), which mobilized workers politically and channeled their collective demands into the political process. In contrast, corporate interests, grouped into influential associations and buttressed by ties to the military, right-wing parties, and transnational capital, have become ""a hegemonic business class stronger than the state itself."" He also highlights the continued importance of the military's monopoly of force, which it has wielded repeatedly to influence government action. Among additional roadblocks to democracy identified by Nef are rightist control of the mass media and the Concertación's elitist political practices, topics that are considered in more depth by other contributors to this issue. Nef concludes that the prospects of Chilean neoliberalism are more secure than those of expanded democracy. On one hand, the electoral strength of the right is growing, as was demonstrated by Lagos's narrow victory over Lavín in the 2000 runoff election. On the other, should the confluence of unmet social needs and economic downturn precipitate a leftist upsurge from the base, the extreme right could once again sacrifice democracy to the preservation of its privileges.","","Chile; democratization; neoliberalism; political reform; social policy","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0141855091"
"Rozman G.","Rozman, Gilbert (6701915201)","6701915201","Japan and Korea: Should the US be worried about their new spat in 2001?","2002","Pacific Review","15","1","","1","28","27","26","10.1080/09512740110110846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036228301&doi=10.1080%2f09512740110110846&partnerID=40&md5=be662895ebcaef40a5a4fee6e82fb1cb","The downturn in relations between Japan and Korea in 2001 largely resulted from new middle school textbooks in Japan, but deeper forces are at work. Public opinion in each country remains negative, while the history question endures in many forms. Close economic ties and deep-seated cultural affinity lack indispensable elements of integration. The two states have pursued markedly different geopolitical strategies of late. The North Korean diplomatic initiative of 2000 aroused doubts in each country about the other. Now that the US has declared the North part of an 'axis of evil', it must do more to bridge the gap between the South and Japan, finding a way to balance new pressure on the North with suitable enticements that will ease the way for its two allies to work together.","Cultural relations; Economic relations; Great power relations; Japan; Korea; Nationalism","Japan; Korea; United States; cultural relations; diplomatic relations; economic relations; international relations","Article","Final","","Scopus","2-s2.0-0036228301"
"O’Donoghue C.; Hennessy T.","O’Donoghue, Cathal (6602526305); Hennessy, Thia (10439279900)","6602526305; 10439279900","Policy and economic change in the agri-food sector in ireland","2015","Economic and Social Review","46","2","","315","337","22","25","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932095042&partnerID=40&md5=bac136a4bb639b517afc6a2b021d8f03","In the agri-food sector, recent policy reforms such as the milk quota abolition and CAP reform as well as robust export growth have increased the sector’s visibility in public debate. In this paper we assess the economic characteristics of the sector and consider prospects for expansion. We also assess challenges to expansion, including land access, elderly age profile, the uptake of technologies, the financial strength of this sector, increasing price volatility and environmental constraints. The paper also highlights income challenges in terms of low viability rates that affect particularly the drystock sectors and the severe impact that the economic downturn has had on off-farm income. Also as the sector is highly influenced by policy, both in terms of regulation and in terms of impact of agricultural subsidies on total income levels, we consider the impact of recent CAP reforms. © 2015, Economic and Social Studies. All Rights Reserved.","","Ireland; agriculture; Common Agricultural Policy; food industry; income; off-farm employment; policy reform; rural economy","Article","Final","","Scopus","2-s2.0-84932095042"
"Nnadozie E.","Nnadozie, Emmanuel (6507132270)","6507132270","African indigenous entrepreneurship determinants of resurgence and growth of Igbo entrepreneurship during the post-Biafra period","2002","Journal of African Business","3","1","","49","80","31","26","10.1300/J156v03n01_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036253304&doi=10.1300%2fJ156v03n01_04&partnerID=40&md5=176d727f1b459620a2aac843dfff7b50","The study has two principal objectives: (1) to examine the evolution and transformation of Igbo entrepreneurship since the Biafran war (Nigerian civil war of 1967-1970); (2) to determine what factors explain the phenomenal resurgence and growth of Igbo entrepreneurship. The essay uses a deterministic approach and the theories of entrepreneurship to explain the resurgence of Igbo entrepreneurship since Biafra. The study goes beyond the neoclassical explanation of entrepreneurship and adopts a more eclectic approach that considers economic, historical, political, sociocultural, and external factors. The essay concludes that Igbo entrepreneurship surged in the post-Biafra period because of factors inherent in the Igbo society and culture and because of the political and economic realities that the Igbos face in Nigeria. Because of the spontaneous nature of its emergence, Igbo entrepreneurship is less sensitive to shocks such as wars, economic downturns, and political instability. Despite its phenomenal resurgence since Biafra, Igbo entrepreneurship faces many problems and constraints.","African entrepreneurship; Biafra; Entrepreneurship; Igbos; Nigeria","Nigeria; entrepreneur; growth determination; indigenous population; political change","Article","Final","","Scopus","2-s2.0-0036253304"
"Olivero M.P.","Olivero, María Pía (35189432300)","35189432300","Market power in banking, countercyclical margins and the international transmission of business cycles","2010","Journal of International Economics","80","2","","292","301","9","27","10.1016/j.jinteco.2009.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77349095906&doi=10.1016%2fj.jinteco.2009.07.009&partnerID=40&md5=c366b10b59bc9788c87210c0d5b9e84d","By introducing an imperfectly competitive banking sector into a standard two-country, two-good RBC model with complete asset markets, we study the international transmission of aggregate TFP shocks in an environment with noncompetitive financial intermediation. In this model, price-cost margins in a global loan market are endogenous and countercyclical. As a result, a positive TFP shock in one country spills over to another through a reduction in the global cost of both credit and externally financed investment. The quantitative analysis shows that countercyclical margins on loans play a key role in bringing the predictions of the theory closer to the observed cross-country cyclical co-movements of consumption, employment, investment and output. Recessions are deeper when the cost of credit rises during these economic downturns. Thus, a financial accelerator arises in our framework, unveiling the increased importance of stabilization policies in economies where margins in credit markets are countercyclical. © 2009 Elsevier B.V. All rights reserved.","Imperfect competition; International RBC","banking; business cycle; competition (economics); credit provision; economic policy; financial market; investment; lending behavior","Article","Final","","Scopus","2-s2.0-77349095906"
"Andrews B.; Ferrini S.; Bateman I.","Andrews, Barnaby (55783347600); Ferrini, Silvia (16401152200); Bateman, Ian (7005934781)","55783347600; 16401152200; 7005934781","Good parks–bad parks: the influence of perceptions of location on WTP and preference motives for urban parks","2017","Journal of Environmental Economics and Policy","6","2","","204","224","20","25","10.1080/21606544.2016.1268543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060403535&doi=10.1080%2f21606544.2016.1268543&partnerID=40&md5=30d4a1dd0f65732a9a189485130af733","Urban parks generate substantial public benefits, yet explicit economic assessments of such values remain relatively rare. Surveys of willingness to pay (WTP) were undertaken to assess such values for proposed new parks. The analysis assessed how preference motives and values varied according to the location of parks. Results revealed greater altruistic motivation and higher overall values for the creation of inner city as opposed to suburban parks. Spatial decomposition revealed that, after controlling for other determinants such as incomes, values generally increase for households closer to proposed parks, but that a significant downturn in values is evident for households located very close to a proposed inner city park; a finding which echoes concerns regarding the potential for such sites to provide a focus for antisocial behaviour. While these findings provide strong overall support for provision of public parks they highlight, the importance of perceptions of location and the potential for localised dis-benefits. © 2017 Journal of Environmental Economics and Policy Ltd.","distance decay; GAM; Parks; WTP","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85060403535"
"Busetta G.; Campolo M.G.; Fiorillo F.; Pagani L.; Panarello D.; Augello V.","Busetta, Giovanni (37055381500); Campolo, Maria Gabriella (56789767100); Fiorillo, Fabio (16479665400); Pagani, Laura (55557238400); Panarello, Demetrio (57195603436); Augello, Valeria (57290197100)","37055381500; 56789767100; 16479665400; 55557238400; 57195603436; 57290197100","Effects of COVID-19 lockdown on university students’ anxiety disorder in Italy","2021","Genus","77","1","25","","","","25","10.1186/s41118-021-00135-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116727771&doi=10.1186%2fs41118-021-00135-5&partnerID=40&md5=8fe98b4e436312b9d68b1faeed067d89","The COVID-19 pandemic has highlighted the vulnerability of specific population sections, with regards to economic and work conditions, mental and physical well-being, and context-based factors, emphasizing the need for timely policy measures aimed at counteracting the Italian economic framework’s fragility—which poorly adapts to unexpected circumstances. Identifying the most vulnerable groups is, therefore, essential with a view to carrying out targeted measures. Concerning University, the economic downturn caused by COVID-19 could likely result in a decrease in enrollments to both the first and further years of study, with significant consequences on the future of students and the system as a whole. The class of students is of great interest, as it is made up of individuals differing from each other in many ways. Our investigation is aimed at observing anxiety levels filtering the perception of one’s anxiety state in a highly stressful time such as the pandemic from the usual anxiety levels. This evaluation allows us to evaluate the similarity of individual behaviors during the lockdown period with those from the previous period. © 2021, The Author(s).","Coronavirus outbreak; Mental health; Pandemic; STAI test; State and trait anxiety","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85116727771"
"Bollen Y.; De Ville F.; Orbie J.","Bollen, Yelter (57188567067); De Ville, Ferdi (37121780100); Orbie, Jan (24166948400)","57188567067; 37121780100; 24166948400","EU trade policy: persistent liberalisation, contentious protectionism","2016","Journal of European Integration","38","3","","279","294","15","25","10.1080/07036337.2016.1140758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961762751&doi=10.1080%2f07036337.2016.1140758&partnerID=40&md5=f04fad130b8a2563e694949fb00298e0","How has EU trade policy responded to the protracted economic crisis starting in 2008? Unlike during the Great Depression of the 1930s, politicians have not resorted to protectionist measures to try to contain the downturn. The response has been just the opposite, with the dominant discourse arguing that in times of austerity and private deleveraging, trade liberalisation is indispensable for restoring growth. Adopting a historical-institutionalist perspective, we argue that the crisis has had an asymmetric effect on the two most important subsystems of EU trade policy. On the one hand, the EU took a leap forward on the path of bilateral free trade liberalisation by starting negotiations with the US, Canada and Japan. On the other hand, proposals to continue with permissive reforms for the adoption of trade defence measures and to give the EU more leverage vis-à-vis emerging economies have been blocked. We thus conclude that EU trade policy after the crisis has shown asymmetric continuity, where the liberalisation trend has been resumed more radically while accompanying defensive reforms to ease the potential pain of liberalisation have run into a stalemate. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","crisis; EU trade policy; international procurement; trade defence measures; TTIP","","Article","Final","","Scopus","2-s2.0-84961762751"
"Kwong C.C.Y.; Thompson P.; Cheung C.W.M.; Manzoor H.","Kwong, Caleb C.Y. (26422995900); Thompson, Piers (24469268100); Cheung, Cherry W.-M. (56450062100); Manzoor, Humera (57195236851)","26422995900; 24469268100; 56450062100; 57195236851","The role of environment in fostering conductive entrepreneurial learning: Teaching the 'art' of entrepreneurship in boot camps","2012","Journal of General Management","38","1","","45","71","26","26","10.1177/030630701203800103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873348029&doi=10.1177%2f030630701203800103&partnerID=40&md5=bbf271552bae1d4638921b1e774ba6d4","The modern globalised economy is prone to periods of change and uncertainty as experienced in the economic downturn following 2007. Others have noted that this has led to the shortening of product life cycles (Tassey, 2000), and the greater importance of innovation in order to retain competitiveness (Smith, 2002; Huggins and Izushi, 2007). These are the environments where entrepreneurs are traditionally felt to thrive, be this in starting their own firms, working within larger corporations, or in their lives in general (Gibb, 2002b; Rae, 2010). This ensures that the need for entrepreneurial skills is greater than ever (Taatila, 2010), with higher education seen as having a key role in providing the necessary entrepreneurial and employability skills (Crayford et al., 2012; Thompson et al., 2010; 2012). There is, however, no consensus on the best way to develop these skills, if it is possible at all (Jack and Anderson, 1999). Although the traditional classroom environment may be effective in providing students with basic business skills that constitute the 'science' component of entrepreneurship it is often felt to be unsuitable for teaching the 'art' component associated with innovation and creativity (Jack and Anderson, 1999; Pretorius et al., 2005). Rae (2006) notes the personal and social emergence of an individual forming their own identity and mindset as an entrepreneur as part of this learning experience. With traits such as self-confidence and willingness to tolerate uncertainty found by studies such as Baron (2000) and van Praag and Cramer (2001) to be positively associated with successful entrepreneurs, authors such as Johannisson (1991) and Jones and English (2004) see the creation of these traits as being the primary purpose of entrepreneurship education. Gibb's (2002a) notion of conductive entrepreneurial environment points to the importance of providing an all-round student entrepreneurship learning experience that meets the rigours of academia, while keeping an experientially-based approach that enhances creativity and innovation (Gibb, 2002a; Porter and McKibbin, 1988). Pretorius et al. (2005) and Löbler (2006), however, suggest that the everyday pressures associated with the classroom environment and behaviourist forms of teaching make it difficult for students to shift into a more creative, less constrained way of thinking. This exploratory study examines the potential benefits of an entrepreneurship boot camp at the end of an academic year aimed at allowing students the opportunity to participate in multidimensional entrepreneurship activities and discussions in a less formal environment. Although all of the students will have been exposed to similar activities as part of their courses and extra curricular activities, without the appropriate environment, it is possible that fewer benefits will be received (Taatila, 2010). Taatila and Vyakarnam (2008) note the important role the mentor plays in creating this environment, but others (e.g. Heap, 1996; West, 2004; Pretorius et al., 2005) note the role played by the physical environment The students' perceptions of the environment created and the evidence of changes in how students think about entrepreneurship as an activity and of themselves within these roles are examined. In thinking about the boot camp experience, the students also reveal some of the limitations of the traditional classroom environment. In order to achieve this, the study takes an in-depth longitudinal approach with interviews held with the participating students at a number of points before, during, and after the boot camp. This enables the study to examine how students' attitudes evolve throughout the learning experience. The results suggest that an informal environment away from campus aids creative thinking, as students expressed an appreciation of the opportunity to discuss their ideas in a more open manner to obtain greater feedback from mentors and peers. The students' responses suggested that the displacement from the campus environment was of great benefit here. Students explicitly noted the way they could consider their business ideas as new ventures rather than being concerned with making comparisons with previous studies for purposes of assessment. In relation to the need to aid students' development of social and psychological skills highlighted by Taatila (2010), being away from the pressures of the educational environment meant students were better able to develop their own identities as entrepreneurs. It appears therefore that the boot camp's multidimensional nature produces different outcomes to those of other experiential- learning approaches, thus providing another piece of the jigsaw to the conductive entrepreneurial environment puzzle. The camps therefore potentially improve the creative entrepreneurial attributes of graduates. Studies such as Taatila (2010) suggest that these skills are expected to increase graduates' value as business owners or employees in other firms. Implications for entrepreneurial learning both within the university and corporate environments may be that whilst entrepreneurial learning may rely on contextual experience (Rae, 2006; Politis, 2008), it appears that there can be considerable benefits where reflection can be undertaken, and development negotiated, away from the front line of assessed academic work or in the case of firms, production. Interviews after completion of the study suggest that although actual activities undertaken after such camps may be coloured by the return of day-today pressures, an entrepreneurial mind-set remains. © 2012 The Braybrook Press Ltd.","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84873348029"
"Schleer F.; Semmler W.","Schleer, Frauke (57060482700); Semmler, Willi (35611527900)","57060482700; 35611527900","Financial sector and output dynamics in the euro area: Non-linearities reconsidered","2015","Journal of Macroeconomics","46","","","235","263","28","27","10.1016/j.jmacro.2015.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954440545&doi=10.1016%2fj.jmacro.2015.09.002&partnerID=40&md5=b4b34ba681edf3a817c67a3d300eb66e","We analyze the feedback mechanisms between economic downturns and financial stress for several euro area countries. Our study employs newly constructed financial condition indices that incorporate banking variables extensively. We apply a non-linear Logistic Vector Smooth Transition Autoregressive (LVSTAR) model for investigating instabilities in the link between the financial sector and economic activity. The LVSTAR model allows for non-linear dynamics and regime changes between low and high stress regimes. It can also replicate the regime-specific amplification effects shown by our theoretical model. The amplification effects, however, change over time. Specifically after the Lehman collapse, we observe the presence of strong non-linearities and amplification mechanisms for some euro area countries. Thus, these strong amplification effects appear to be related to rare but large events, and to a low-frequency financial cycle. Prior to the financial crisis outbreak we find corridor stability even if the financial sector shock takes place in a high stress regime. More important seems to be the shock propagation over time in the economy. Only with the occurrence of rare but large events we find strong endogenous feedback loops and a loss of stability as described by the high stress regime of our theoretical model. The economy leaves the corridor of stability and is prone to adverse feedback loops. © 2015 Elsevier Inc.","E2; E44; Euro area; Financial cycle; Financial stress; G01; Real economy; Regime-switching; Vector STAR","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84954440545"
"de Jonghe O.; Disli M.; Schoors K.","de Jonghe, Olivier (15126905000); Disli, Mustafa (50161215700); Schoors, Koen (6602890065)","15126905000; 50161215700; 6602890065","Corporate Governance, Opaque Bank Activities, and Risk/Return Efficiency: Pre- and Post-Crisis Evidence from Turkey","2012","Journal of Financial Services Research","41","1-2","","51","80","29","25","10.1007/s10693-011-0115-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857643397&doi=10.1007%2fs10693-011-0115-x&partnerID=40&md5=3cfd87c402bd209fdc01c48cc3e1a46a","Does better corporate governance unambiguously improve the risk/return efficiency of banks? Or does either a re-orientation of banks' revenue mix towards more opaque products, an economic downturn, or tighter supervision create off-setting or reinforcing effects? The authors relate bank efficiency to shortfalls from a stochastic risk/return frontier. They analyze how internal governance mechanisms (CEO duality, board experience, political connections, and education profile) and external governance mechanisms (discipline exerted by shareholders, depositors, or skilled employees) determine efficiency in a sample of Turkish banks. The 2000 financial crisis was a wake-up call for bank efficiency and corporate governance. As a result, better corporate governance mechanisms have been able to improve risk/return efficiency when the economic, regulatory, and supervisory environments are more stable and bank products are more complex. © 2011 Springer Science+Business Media, LLC.","Bank risk; Corporate governance; Crisis; Frontier; Noninterest income","","Article","Final","","Scopus","2-s2.0-84857643397"
"Johnson S.","Johnson, Simisola (57223042995)","57223042995","Women deserve better: A discussion on COVID-19 and the gendered organization in the new economy","2022","Gender, Work and Organization","29","2","","639","649","10","24","10.1111/gwao.12785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119894682&doi=10.1111%2fgwao.12785&partnerID=40&md5=ffb68736d7c63ff7d8309d9dfc901ee9","It is often thought that large-scale shocks to society (e.g., war, epidemics, financial collapses etc) equalize societal inequalities, however, we have witnessed a one-in-century pandemic (and the economic downturn it has triggered), widen rather than narrow an enduring global injustice: gendered organizations. With women bearing the brunt of school closures, mass lay-offs and increase in care duties due to lockdowns, racialized women at increased risk of COVID exposure due to essential worker status, and men reaping the benefits of rapid, technological transformations of the economy—largely amplified by pandemic disruptions—it appears that white, masculine bodies and abilities in the workforce are inoculated from the perils of disaster. Equality matters, especially in times of crisis. Following this idea, the author draws on Joan Acker's “ideal worker” concept to demonstrate how pandemic disparities in the workforce are challenging organizational practices, expectations, and experiences worldwide to evolve. This article concludes with a call for workplace policy reforms as a means to advance gender parity goals, as it is critical to achieving organizational inclusivity, and overall, a thriving society and economy post-pandemic. © 2022 John Wiley & Sons Ltd.","Covid-19; gender; ideal worker; inequality; organization","COVID-19; gender issue; health risk; policy reform; womens employment; womens health","Article","Final","","Scopus","2-s2.0-85119894682"
"Campbell A.L.; Sances M.W.","Campbell, Andrea L. (8901753700); Sances, Michael W. (54411275200)","8901753700; 54411275200","State Fiscal Policy during the Great Recession: Budgetary Impacts and Policy Responses","2013","Annals of the American Academy of Political and Social Science","650","1","","252","273","21","27","10.1177/0002716213500459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884565903&doi=10.1177%2f0002716213500459&partnerID=40&md5=bff9d381fa177e47a307eb173d65a0b4","Plunging tax revenues and soaring social program demand during the Great Recession created state budget shortfalls of historic magnitude. After reviewing states' aggregate reaction to the economic downturn, we conduct an original analysis of the recession's budgetary impact on the states and their policy responses. Economic factors such as falling personal income and home values explain much of the variation in the recession's impact. State budgeting rules and practices conditioned states' experiences, but not always as intended: budget gaps were smaller in states with stricter balanced budget requirements, but larger in states with statutory spending limitations. Personal income tax increases were more likely in states with a Democratic legislature or greater public unionization rates, while midyear spending cuts were smaller in states with larger public sector unions. In sum, we find that while states' objective economic situations determined the bulk of their responses to the Great Recession, political factors determined these responses' shape and form. © American Academy of Political & Social Science 2013.","Great Recession; political economy of institutions; public finance; state politics","","Article","Final","","Scopus","2-s2.0-84884565903"
"Bronner F.; de Hoog R.","Bronner, Fred (16244364100); de Hoog, Robert (6701774366)","16244364100; 6701774366","Tourist Demand Reactions: Symmetric or Asymmetric across the Business Cycle?","2017","Journal of Travel Research","56","7","","839","853","14","27","10.1177/0047287516672347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026732770&doi=10.1177%2f0047287516672347&partnerID=40&md5=a6943d506ea767c4d54e0bfa76ea2923","Economizing and spending priorities on different types of vacations are investigated during two periods: an economic downturn and returning prosperity. Two nation-wide samples of vacationers are used: one during a downturn, the other one at the start of the recovery period. Through comparing the results, conclusions can be drawn about symmetric or asymmetric tourist demand across the business cycle. The main summer holiday has an asymmetric profile: being fairly crisis-resistant during a recession and showing considerable growth during an expansion. This does not apply to short vacations and day trips, each having a symmetric profile: during a recession they experience substantial reductions and during expansion comparable growth. So when talking about tourist demand in general, one cannot say that it is symmetric or asymmetric across the business cycle: it depends on the type of vacation. Differences in tourist demand are best explained by the role of Quality-of-Life for vacationers. © 2016, © The Author(s) 2016.","(a)symmetric tourist demand; business cycle; income elasticity; quality of life; tourism marketing","business cycle; demand analysis; income; quality of life; tourism market; tourist behavior","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85026732770"
"McDonald L.; Donahue P.","McDonald, Lynn (55413885200); Donahue, Peter (8974210900)","55413885200; 8974210900","Retirement lost?","2011","Canadian Journal on Aging","30","3","","401","422","21","27","10.1017/S0714980811000298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555170551&doi=10.1017%2fS0714980811000298&partnerID=40&md5=ad24133466be66a8cc42e692ece2dcdc","In this article, we raise the question as to whether retirement is lost as we currently know and understand it in Canada. With a selected review, we examine retirement research according to the scope of retirement and the new retirement, possible theoretical developments, the timing of transitions into retirement, and life as a retiree including the quality or lack of pensions. Accordingly, we propose that retirement is undergoing modifications on the basis of several trends that commenced before the 2008 economic downturn. The data would appear to lean towards the emergence of a different type of retirement, insofar as the collective Canadian vision of retirement is lost, notwithstanding the economic meltdown in global markets. © Canadian Association on Gerontology 2011.","pension policy; pension shift; retirement; retirement and the life course; retirement planning; retirement theory; work and retirement","Aged; Canada; Female; Humans; Male; Middle Aged; Retirement; aged; Canada; female; human; male; middle aged; retirement; review","Article","Final","","Scopus","2-s2.0-82555170551"
"Fetzel T.; Petridis P.; Noll D.; Singh S.J.; Fischer-Kowalski M.","Fetzel, Tamara (55973349900); Petridis, Panos (55796077800); Noll, Dominik (57194215094); Singh, Simron Jit (56175863600); Fischer-Kowalski, Marina (6506084671)","55973349900; 55796077800; 57194215094; 56175863600; 6506084671","Reaching a socio-ecological tipping point: Overgrazing on the Greek island of Samothraki and the role of European agricultural policies","2018","Land Use Policy","76","","","21","28","7","27","10.1016/j.landusepol.2018.04.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046350397&doi=10.1016%2fj.landusepol.2018.04.042&partnerID=40&md5=22b5210dc639b3c0ae2283dfb5c6eccd","Livestock keeping and food production from grasslands play an important role in the Mediterranean region, where grazing has a long tradition and still is a key livelihood strategy. Yet, in many places widespread degradation (caused by overgrazing) severely threatens the natural resource base and prospects for future food security and sustainable development. On Samothraki, a Greek island, several decades of continuous increase of the local livestock population, exceeding not only the local food base by far but also the local farmers’ ability to provide supplementary feed, led to a socio-ecological tipping point turning the dynamics downward. Still, in the face of very restricted marketing opportunities, we find local farmers in an economic deadlock of relying on CAP subsidies as a main source of income and on still too high animal numbers for maintaining an ecological balance of their land while lacking the labor power (due to large-scale migration to Germany in the 1950s and 60 s) to apply adequate management practices. In this paper, we present a feed balance (feed-demand and supply) for sheep and goats from 1970 to 2012 and discuss causes and effects of the excessive growth in animal numbers, as well as reasons for their downturn in the last decade. We describe the island's groundcover and symptoms of soil degradation, and underline our findings by reference to a remote sensing approach. Our findings recently gained in prominence as in September 2017, a state of emergency had to be declared on the island when a major weather event triggered a series of landslides that severely damaged the main town, a number of roads and bridges and even the 700 years old Fonias Tower, a marker of Samothraki tourism. © 2018 Elsevier Ltd","Agricultural subsidies; Island studies; Local sustainability; Mediterranean; Overgrazing; Social metabolism; Stock-flow relations; Tipping points in socioecological systems","Aegean Islands; Eastern Macedonia and Thrace; Evros; Greece; Mediterranean Region; Samothrace; Animalia; Capra hircus; Ovis aries; agricultural policy; ground cover; landslide; metabolism; overgrazing; soil degradation; subsidy system; sustainability","Article","Final","","Scopus","2-s2.0-85046350397"
"Nielsen T.A.S.","Nielsen, Thomas Alexander Sick (55584206100)","55584206100","Changes in transport behavior during the financial crisis. An analysis of urban form, location and transport behavior in the greater Copenhagen area 2006-2011","2015","Research in Transportation Economics","51","","","10","19","9","25","10.1016/j.retrec.2015.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947037989&doi=10.1016%2fj.retrec.2015.07.003&partnerID=40&md5=e376dcf6b188911da124705f9fd96902","A multitude of studies have focussed on the connections between urban form, location and transport behavior to inform sustainable and resilient urban planning. However, few have studied the stability of urban form and location effects under changing economic conditions. This paper presents an analysis of the changes in urban form and location correlates of travel distances in the Danish Zealand/Copenhagen region from before the financial crisis (2006/07) to some years after the financial downturn (2010/11). Significant changes are found in the socio-economic as well as urban form and location correlates of travel during the period. The importance of location in explaining travel distances has increased over time. It is suggested that the effects may be explained as cost reducing strategies on behalf of consumers which would lead to an increasing importance of distance to nearest facilities/destinations. It follows that the location pattern, the geographical configuration of the urban region, is a factor in households' adaptive strategies which partly determine the possibilities for reducing travel and the possibilities for adaption and regional resilience. © 2015 Elsevier Ltd.","Accessibility; Copenhagen; Financial crisis; Foreclosure crisis; Location; Travel distances; Urban form; Urban region","","Article","Final","","Scopus","2-s2.0-84947037989"
